SWZ,135.4157638,166.8218664
SXM,114.0142179,
SYC,120.9034201,129.9581975
SYR,,
TCA,,
TCD,116.6851394,117.6982047
TEA,,
TEC,,
TGO,111.1785599,113.310442
THA,110.3433361,113.26565
TJK,140.1519947,
TKM,,
TLA,,
TLS,142.9484157,146.2208452
TMN,,
TON,109.8734575,
TSA,,
TSS,,
TTO,133.630695,
TUN,124.2847922,155.3253735
TUR,146.0678251,234.4371263
TUV,,
TZA,158.0279516,187.4280248
UGA,147.8538825,173.8712682
UKR,180.499827,281.6585956
UMC,,
URY,150.0984842,202.9219834
USA,108.695722,117.2441955
UZB,,
VCT,105.0728236,110.6669977
VEN,772.0200863,
VGB,,
VIR,,
VNM,144.5503702,163.5169479
VUT,107.1494333,117.1296693
WLD,,
WSM,108.3869218,117.5555221
XKX,111.8153849,118.0656464
YEM,,
ZAF,130.2686073,158.9279375
ZMB,144.0420615,212.308759
ZWE,106.2131454,
