PAN,13630.30797,15731.01603
PER,6229.101696,6977.695784
PHL,3001.040371,3485.084218
PLW,15876.46193,14901.98353
PNG,2679.345589,2829.170309
POL,12578.49547,15692.50703
PRE,1584.9292,1485.649585
PRI,29763.4883,32873.71927
PRK,,
PRT,19242.36647,23252.05852
PRY,5406.703857,5414.799138
PSE,3272.154324,
PSS,3841.599487,4264.667414
PST,40586.75131,45615.11518
PYF,,
QAT,63039.06349,62088.06183
ROU,8969.148921,12919.52964
RUS,9313.013625,11584.99538
RWA,751.6393697,820.0252417
SAS,1541.803699,1956.575921
SAU,20627.93278,23139.79866
SDN,1909.738755,441.5056034
SEN,1219.248662,1446.830965
SGP,55646.61875,65233.28244
SLB,2167.173826,2373.63247
SLE,588.2284527,527.5336344
SLV,3705.577946,4187.250031
SMR,42660.33816,
SOM,,
SRB,5588.980728,7411.836116
SSA,1658.630611,1583.926069
SSD,1119.651333,
SSF,1669.496761,1596.213739
SST,11749.04324,12615.20349
STP,1584.82776,1946.643614
SUR,8562.081369,6359.833614
SVK,16310.98841,19266.2755
SVN,20881.76693,25946.18219
SWE,51545.48361,51615.02065
SWZ,3679.799799,3894.679807
SXM,32274.89055,
SYC,14745.34146,17448.27029
SYR,,
TCA,26182.42962,31353.32932
TCD,776.0195323,709.5403101
TEA,6591.780256,8278.073975
TEC,8007.285013,9017.538951
TGO,570.910279,679.2902491
THA,5840.046523,7806.742211
TJK,929.0958572,870.7875893
TKM,6432.680702,
TLA,8742.373,8702.137464
TLS,1332.782859,1560.509822
TMN,3964.475378,
TON,4336.196576,4903.152903
TSA,1541.803699,1956.575921
TSS,1669.496761,1596.213739
TTO,18289.70434,17397.98176
TUN,3861.688531,3317.453593
TUR,11006.24974,9126.561346
TUV,3197.772252,4059.029996
TZA,947.9334465,1122.12181
UGA,843.6294158,794.3410779
UKR,2124.662319,3659.031312
UMC,7698.211065,9013.749964
URY,15613.76427,16190.12696
USA,56839.38177,65297.51751
UZB,2615.025134,1724.841134
VCT,6920.878074,7457.509504
VEN,,
VGB,,
VIR,34797.14047,
VNM,2085.101484,2715.276036
VUT,2801.939848,3115.35862
WLD,10249.07227,11433.21572
WSM,4073.66601,4324.014018
XKX,3603.025501,4417.524062
YEM,1602.037841,774.3344898
ZAF,5734.633629,6001.400814
ZMB,1337.795586,1305.063254
ZWE,1445.071062,1463.98591
